v1.21,v1.21.14,325011
v1.21,v1.21.11,45086
v1.21,v1.21.5,4363
v1.21,v1.21.13,1719
v1.21,v1.21.12,1280
v1.21,v1.21.2,1524
v1.21,v1.21.3,771
v1.21,v1.21.9,1160
v1.21,v1.21.1,847
v1.21,v1.21.0,641
v1.21,v1.21.6,1027
v1.21,v1.21.10,578
v1.21,v1.21.7,485
v1.21,v1.21.4,293
v1.21,v1.21.8,597
v1.19,v1.19.16,84472
v1.19,v1.19.0,2261
v1.19,v1.19.14,1138
v1.19,v1.19.15,752
v1.19,v1.19.13,954
v1.19,v1.19.4,310
v1.19,v1.19.3,296
v1.19,v1.19.9,267
v1.19,v1.19.7,192
v1.19,v1.19.2,198
v1.19,v1.19.8,234
v1.19,v1.19.1,108
v1.19,v1.19.5,110
v1.19,v1.19.10,63
v1.19,v1.19.12,155
v1.19,v1.19.6,65
v1.19,v1.19.11,53
v1.22,v1.22.11,125979
v1.22,v1.22.12,93386
v1.22,v1.22.13,47809
v1.22,v1.22.10,38230
v1.22,v1.22.8,23786
v1.22,v1.22.3,2934
v1.22,v1.22.14,984
v1.22,v1.22.2,643
v1.22,v1.22.7,608
v1.22,v1.22.6,688
v1.22,v1.22.5,1025
v1.22,v1.22.9,1102
v1.22,v1.22.4,346
v1.22,v1.22.1,391
v1.22,v1.22.0,322
v1.22,v1.22.15,5
v1.20,v1.20.15,71387
v1.20,v1.20.11,4818
v1.20,v1.20.4,1788
v1.20,v1.20.7,1477
v1.20,v1.20.12,601
v1.20,v1.20.10,513
v1.20,v1.20.2,310
v1.20,v1.20.6,1322
v1.20,v1.20.0,701
v1.20,v1.20.1,202
v1.20,v1.20.5,292
v1.20,v1.20.9,295
v1.20,v1.20.13,223
v1.20,v1.20.14,232
v1.20,v1.20.8,192
v1.20,v1.20.3,6
v1.23,v1.23.10,40901
v1.23,v1.23.8,29482
v1.23,v1.23.5,28944
v1.23,v1.23.7,19316
v1.23,v1.23.9,4502
v1.23,v1.23.6,1201
v1.23,v1.23.3,1103
v1.23,v1.23.4,904
v1.23,v1.23.11,1196
v1.23,v1.23.1,617
v1.23,v1.23.0,327
v1.23,v1.23.2,147
v1.24,v1.24.4,15871
v1.24,v1.24.3,19558
v1.24,v1.24.2,6566
v1.24,v1.24.0,6712
v1.24,v1.24.5,1319
v1.24,v1.24.1,1292
v1.11,v1.11.0,4935
v1.11,v1.11.8,387
v1.11,v1.11.7,74
v1.11,v1.11.5,56
v1.11,v1.11.10,47
v1.11,v1.11.2,17
v1.11,v1.11.6,12
v1.11,v1.11.3,11
v1.11,v1.11.1,5
v1.18,v1.18.20,5662
v1.18,v1.18.3,3520
v1.18,v1.18.8,2321
v1.18,v1.18.10,313
v1.18,v1.18.2,516
v1.18,v1.18.0,258
v1.18,v1.18.4,690
v1.18,v1.18.18,231
v1.18,v1.18.6,218
v1.18,v1.18.17,274
v1.18,v1.18.5,158
v1.18,v1.18.9,94
v1.18,v1.18.16,119
v1.18,v1.18.12,118
v1.18,v1.18.15,113
v1.18,v1.18.1,34
v1.18,v1.18.19,34
v1.18,v1.18.14,18
v1.18,v1.18.13,7
v1.17,v1.17.17,3350
v1.17,v1.17.1,1772
v1.17,v1.17.3,170
v1.17,v1.17.4,143
v1.17,v1.17.9,124
v1.17,v1.17.0,66
v1.17,v1.17.6,81
v1.17,v1.17.2,47
v1.17,v1.17.14,54
v1.17,v1.17.8,62
v1.17,v1.17.5,27
v1.17,v1.17.11,50
v1.17,v1.17.12,33
v1.17,v1.17.7,36
v1.17,v1.17.13,11
v1.17,v1.17.16,5
v1.15,v1.15.12,2820
v1.15,v1.15.3,221
v1.15,v1.15.5,113
v1.15,v1.15.0,62
v1.15,v1.15.2,37
v1.15,v1.15.9,99
v1.15,v1.15.1,23
v1.15,v1.15.11,38
v1.15,v1.15.6,19
v1.15,v1.15.7,12
v1.15,v1.15.4,10
v1.16,v1.16.15,2598
v1.16,v1.16.2,2064
v1.16,v1.16.9,1291
v1.16,v1.16.6,415
v1.16,v1.16.4,249
v1.16,v1.16.11,127
v1.16,v1.16.14,179
v1.16,v1.16.7,163
v1.16,v1.16.10,85
v1.16,v1.16.13,135
v1.16,v1.16.3,147
v1.16,v1.16.8,105
v1.16,v1.16.0,50
v1.16,v1.16.1,18
v1.25,v1.25.0,2752
v1.25,v1.25.1,1423
v1.25,v1.25.2,146
v1.14,v1.14.10,1702
v1.14,v1.14.8,1060
v1.14,v1.14.9,117
v1.14,v1.14.6,133
v1.14,v1.14.1,47
v1.14,v1.14.0,42
v1.14,v1.14.2,29
v1.14,v1.14.3,63
v1.14,v1.14.5,13
v1.14,v1.14.4,7
v1.12,v1.12.10,708
v1.12,v1.12.6,401
v1.12,v1.12.3,65
v1.12,v1.12.4,14
v1.12,v1.12.5,16
v1.12,v1.12.0,7
v1.12,v1.12.2,7
v1.12,v1.12.1,4
v0.3,v0.3.6,202
v0.0,v0.0.0,108
v0.4,v0.4.2,65
v0.4,v0.4.1,35
v1.5,v1.5.2,69
v1.10,v1.10.8,62
v1.10,v1.10.0,38
v1.10,v1.10.12,41
v1.10,v1.10.5,48
v1.10,v1.10.2,16
v1.10,v1.10.13,33
v1.10,v1.10.11,14
v1.10,v1.10.4,11
v1.10,v1.10.1,9
v1.10,v1.10.3,5
v1.13,v1.13.2,59
v1.13,v1.13.4,63
v1.13,v1.13.12,142
v1.13,v1.13.1,41
v1.13,v1.13.5,31
v1.13,v1.13.3,26
v1.13,v1.13.13,8
v1.13,v1.13.6,7
v1.13,v1.13.0,6
v1.13,v1.13.10,6
v0.1,v0.1.9,56
v0.1,v0.1.11,5
v0.6,v0.6.1,54
v0.6,v0.6.0,6
v1.7,v1.7.6,51
v1.9,v1.9.1,49
v1.9,v1.9.5,15
v1.9,v1.9.7,5
v1.2,v1.2.0,40
v0.5,v0.5.0,24
v0.5,v0.5.1,18
v0.5,v0.5.2,10
v1.26,v1.26.0,226
v1.6,v1.6.1,20
v1.6,v1.6.2,5
v1.8,v1.8.3,19
v1.8,v1.8.12,11
v1.8,v1.8.4,8
v1.8,v1.8.15,5
v3.11,v3.11.0,13
v2.1,v2.1.0,12
v1.1,v1.1.0,6
v1.3,v1.3.0,6
v2.0,v2.0.2,6
v2.0,v2.0.0,5
v1.4,v1.4.0,5
